"","age.std","rad.std","age","rad","crim"
"57",-1.1678945272617,-0.86702448858815,35.7,2,0.02055
"58",-0.997372532406774,-0.522484390766995,40.5,5,0.01432
"59",-1.39880972862774,-0.17794429294584,29.2,8,0.15445
"60",-0.759352247921775,-0.17794429294584,47.2,8,0.10328
"61",-0.0843693516210322,-0.17794429294584,66.2,8,0.14932
"62",0.881921952556873,-0.17794429294584,93.4,8,0.17171
"63",-0.0275286866693909,-0.17794429294584,67.8,8,0.11027
"64",-0.894348827181923,-0.17794429294584,43.4,8,0.1265
"65",-0.322389636106031,-0.752177789314432,59.5,3,0.01951
"66",-1.80379946640819,-0.637331090040713,17.8,4,0.03584
"67",-1.33131143899767,-0.637331090040713,31.1,4,0.04379
"68",-1.67590797026699,-0.637331090040713,21.4,4,0.05789
"69",-1.12881657010744,-0.637331090040713,36.8,4,0.13554
"70",-1.26381314936759,-0.637331090040713,33,4,0.12816
"71",-2.20168412106968,-0.637331090040713,6.6,4,0.08826
"72",-1.81445709108662,-0.637331090040713,17.5,4,0.15876
"73",-2.15905362235595,-0.637331090040713,7.8,4,0.09164
"74",-2.21589428730759,-0.637331090040713,6.2,4,0.19539
"75",-2.22299937042654,-0.522484390766995,6,5,0.07896
"76",-0.837508162230282,-0.522484390766995,45,5,0.09512
"77",0.210491597815608,-0.522484390766995,74.5,5,0.10153
"78",-0.809087829754461,-0.522484390766995,45.8,5,0.08707
"79",-0.528437046555731,-0.522484390766995,53.7,5,0.05646
"80",-1.1359216532264,-0.522484390766995,36.6,5,0.08387
"81",-1.24605044157021,-0.637331090040713,33.5,4,0.04113
"82",0.0648373938770268,-0.637331090040713,70.4,4,0.04462
"83",-1.29223348184341,-0.637331090040713,32.2,4,0.03659
"84",-0.777114955719163,-0.637331090040713,46.7,4,0.03551
"85",-0.730931915445954,-0.752177789314432,48,3,0.05059
"86",-0.443176049128269,-0.752177789314432,56.1,3,0.05735
"87",-0.833955620670804,-0.752177789314432,45.1,3,0.05188
"88",-0.418308258211926,-0.752177789314432,56.8,3,0.07151
"89",0.629691501833964,-0.86702448858815,86.3,2,0.0566
"90",-0.194498139964838,-0.86702448858815,63.1,2,0.05302
"91",-0.08792189318051,-0.86702448858815,66.1,2,0.04684
"92",0.189176348458743,-0.86702448858815,73.9,2,0.03932
"93",-0.531989588115209,-0.637331090040713,53.6,4,0.04203
"94",-1.40946735330617,-0.637331090040713,28.9,4,0.02875
"95",0.30996276148098,-0.637331090040713,77.3,4,0.04294
"96",-0.38278284261715,-0.86702448858815,57.8,2,0.12204
"97",0.0364170614012057,-0.86702448858815,69.6,2,0.11504
"98",0.263779721207772,-0.86702448858815,76,2,0.12083
"99",-1.12526402854797,-0.86702448858815,36.9,2,0.08187
"100",-0.215813389321703,-0.86702448858815,62.5,2,0.0686
"101",0.402328842027398,-0.522484390766995,79.9,5,0.14866
"102",0.0968102679123249,-0.522484390766995,71.3,5,0.11432
"103",0.597718627798666,-0.522484390766995,85.4,5,0.22876
"104",0.668769458988218,-0.522484390766995,87.4,5,0.21161
"105",0.761135539534635,-0.522484390766995,90,5,0.1396
"106",0.999155824019634,-0.522484390766995,96.7,5,0.13262
"107",0.828633829164709,-0.522484390766995,91.9,5,0.1712
"108",0.590613544679711,-0.522484390766995,85.2,5,0.13117
"109",1.01336599025754,-0.522484390766995,97.1,5,0.12802
"110",0.803766038248366,-0.522484390766995,91.2,5,0.26363
"111",-0.503569255639388,-0.522484390766995,54.4,5,0.10793
"112",0.462722048538517,-0.407637691493277,81.6,6,0.10084
"113",0.864159244759485,-0.407637691493277,92.9,6,0.12329
"114",0.952972783746425,-0.407637691493277,95.4,6,0.22212
"115",0.555088129084935,-0.407637691493277,84.2,6,0.14231
"116",0.697189791464038,-0.407637691493277,88.2,6,0.17134
"117",0.139440766626056,-0.407637691493277,72.5,6,0.13158
"118",0.498247464133293,-0.407637691493277,82.6,6,0.15098
"119",0.160756015982921,-0.407637691493277,73.1,6,0.13058
"120",-0.119894767215808,-0.407637691493277,65.2,6,0.14476
"121",0.0399696029606836,-0.86702448858815,69.7,2,0.06899
"122",0.551535587525457,-0.86702448858815,84.1,2,0.07165
"123",0.864159244759485,-0.86702448858815,92.9,2,0.09299
"124",1.00981344869807,-0.86702448858815,97,2,0.15038
"125",0.967182949984335,-0.86702448858815,95.8,2,0.09849
"126",0.704294874582994,-0.86702448858815,88.4,2,0.16902
"127",0.96007786686538,-0.86702448858815,95.6,2,0.38735
"128",0.97428803310329,-0.637331090040713,96,4,0.25915
"129",1.07375919676866,-0.637331090040713,98.8,4,0.32543
"130",0.928104992830082,-0.637331090040713,94.7,4,0.88125
"131",1.07731173832814,-0.637331090040713,98.9,4,0.34006
"132",1.03468123961441,-0.637331090040713,97.7,4,1.19294
"133",1.04178632273336,-0.637331090040713,97.9,4,0.59005
"134",0.952972783746425,-0.637331090040713,95.4,4,0.32982
"135",1.05954903053075,-0.637331090040713,98.4,4,0.97617
"136",1.0524439474118,-0.637331090040713,98.2,4,0.55778
"137",0.885474494116351,-0.637331090040713,93.5,4,0.32264
"138",1.05954903053075,-0.637331090040713,98.4,4,0.35233
"139",1.0524439474118,-0.637331090040713,98.2,4,0.2498
"140",1.04178632273336,-0.637331090040713,97.9,4,0.54452
"141",0.889027035675828,-0.637331090040713,93.6,4,0.2909
"142",1.11638969548239,-0.637331090040713,100,4,1.62864
"143",1.11638969548239,-0.522484390766995,100,5,3.32105
"144",1.11638969548239,-0.522484390766995,100,5,4.0974
"145",1.03823378117389,-0.522484390766995,97.8,5,2.77974
"146",1.11638969548239,-0.522484390766995,100,5,2.37934
"147",1.11638969548239,-0.522484390766995,100,5,2.15505
"148",0.963630408424858,-0.522484390766995,95.7,5,2.36862
"149",0.896132118794783,-0.522484390766995,93.8,5,2.33099
"150",0.935210075949037,-0.522484390766995,94.9,5,2.73397
"151",1.0204710733765,-0.522484390766995,97.3,5,1.6566
"152",1.11638969548239,-0.522484390766995,100,5,1.49632
"153",0.690084708345083,-0.522484390766995,88,5,1.12658
"154",1.06310157209023,-0.522484390766995,98.5,5,2.14918
"155",0.97428803310329,-0.522484390766995,96,5,1.41385
"156",0.498247464133293,-0.522484390766995,82.6,5,3.53501
"157",0.903237201913739,-0.522484390766995,94,5,2.44668
"158",1.02402361493598,-0.522484390766995,97.4,5,1.22358
"159",1.11638969548239,-0.522484390766995,100,5,1.34284
"160",1.11638969548239,-0.522484390766995,100,5,1.42502
"161",0.853501620081052,-0.522484390766995,92.6,5,1.27346
"162",0.789555872010456,-0.522484390766995,90.8,5,1.46336
"163",1.0524439474118,-0.522484390766995,98.2,5,1.83377
"164",0.899684660354261,-0.522484390766995,93.9,5,1.51902
"165",0.825081287605231,-0.522484390766995,91.8,5,2.24236
"166",0.867711786318963,-0.522484390766995,93,5,2.924
"167",0.981393116222246,-0.522484390766995,96.2,5,2.01019
"168",0.377461051111055,-0.522484390766995,79.2,5,1.80028
"169",0.977840574662768,-0.522484390766995,96.1,5,2.3004
"170",0.94586770062747,-0.522484390766995,95.2,5,2.44953
"171",0.924552451270604,-0.522484390766995,94.6,5,1.20742
"172",1.0204710733765,-0.522484390766995,97.3,5,2.3139
"173",0.707847416142471,-0.522484390766995,88.5,5,0.13914
"174",0.551535587525457,-0.522484390766995,84.1,5,0.09178
"175",0.00444418736590767,-0.522484390766995,68.7,5,0.08447
"176",-1.26026060780812,-0.522484390766995,33.1,5,0.06664
"177",-0.759352247921775,-0.522484390766995,47.2,5,0.07022
"178",0.171413640661355,-0.522484390766995,73.4,5,0.05425
"179",0.206939056256131,-0.522484390766995,74.4,5,0.06642
"180",-0.361467593260285,-0.752177789314432,58.4,3,0.0578
"181",0.523115255049636,-0.752177789314432,83.3,3,0.06588
"182",-0.226471014000136,-0.752177789314432,62.2,3,0.06888
"183",0.839291453843142,-0.752177789314432,92.2,3,0.09103
"184",0.96007786686538,-0.752177789314432,95.6,3,0.10008
"185",0.75403045641568,-0.752177789314432,89.8,3,0.08308
"186",0.00799672892538506,-0.752177789314432,68.8,3,0.06047
"187",-0.531989588115209,-0.752177789314432,53.6,3,0.05602
"188",-0.976057283049908,-0.522484390766995,41.1,5,0.07875
"189",-1.40236227018722,-0.522484390766995,29.1,5,0.12579
"190",-1.05421319735842,-0.522484390766995,38.9,5,0.0837
"191",-1.67235542870752,-0.522484390766995,21.5,5,0.09068
"192",-1.3419690636761,-0.522484390766995,30.8,5,0.06911
"193",-1.50183343385259,-0.522484390766995,26.3,5,0.08664
"194",-2.08445024960692,-0.981871187861868,9.9,1,0.02187
"195",-1.76827405081341,-0.981871187861868,18.8,1,0.01439
"196",-1.29933856496237,-0.637331090040713,32,4,0.01381
"197",-1.22473519221334,-0.86702448858815,34.1,2,0.04011
"198",-1.1359216532264,-0.86702448858815,36.6,2,0.04666
"199",-1.07552844671528,-0.86702448858815,38.3,2,0.03768
"200",-1.89261300539513,-0.752177789314432,15.3,3,0.0315
"201",-1.94234858722781,-0.752177789314432,13.9,3,0.01778
"202",-1.0719759051558,-0.86702448858815,38.4,2,0.03445
"203",-1.87840283915722,-0.86702448858815,15.7,2,0.02177
"204",-1.25670806624864,-0.637331090040713,33.2,4,0.0351
"205",-1.30289110652185,-0.637331090040713,31.9,4,0.02009
"206",-1.6439350962317,-0.637331090040713,22.3,4,0.13642
"207",-0.571067545269462,-0.637331090040713,52.5,4,0.22969
"208",0.146545849745011,-0.637331090040713,72.7,4,0.25199
"209",-0.336599802343941,-0.637331090040713,59.1,4,0.13587
"210",1.11638969548239,-0.637331090040713,100,4,0.43571
"211",0.835738912283664,-0.637331090040713,92.1,4,0.17446
"212",0.711399957701948,-0.637331090040713,88.6,4,0.37578
"213",-0.524884504996254,-0.637331090040713,53.8,4,0.21719
"214",-1.28868094028394,-0.637331090040713,32.3,4,0.14052
"215",-2.08800279116639,-0.637331090040713,9.8,4,0.28955
"216",-0.929874242776699,-0.637331090040713,42.4,4,0.19802
"217",-0.446728590687747,-0.522484390766995,56,5,0.0456
"218",0.587061003120233,-0.522484390766995,85.1,5,0.07013
"219",0.896132118794783,-0.522484390766995,93.8,5,0.11069
"220",0.846396536962097,-0.522484390766995,92.4,5,0.11425
"221",0.707847416142471,-0.17794429294584,88.5,8,0.35809
"222",0.807318579807843,-0.17794429294584,91.3,8,0.40771
"223",0.324172927718891,-0.17794429294584,77.7,8,0.62356
"224",0.434301716062696,-0.17794429294584,80.8,8,0.6147
"225",0.345488177075756,-0.17794429294584,78.3,8,0.31533
"226",0.512457630371203,-0.17794429294584,83,8,0.52693
"227",0.636796584952919,-0.17794429294584,86.5,8,0.38214
"228",0.402328842027398,-0.17794429294584,79.9,8,0.41238
"229",-1.83221979888401,-0.17794429294584,17,8,0.29819
"230",-1.67590797026699,-0.17794429294584,21.4,8,0.44178
"231",-0.0168710619909582,-0.17794429294584,68.1,8,0.537
"232",0.29575259524307,-0.17794429294584,76.9,8,0.46296
"233",0.167861099101877,-0.17794429294584,73.3,8,0.57529
"234",0.0648373938770268,-0.17794429294584,70.4,8,0.33147
"235",-0.0737117269425995,-0.17794429294584,66.5,8,0.44791
"236",-0.251338804916479,-0.17794429294584,61.5,8,0.33045
"237",0.28154242900516,-0.17794429294584,76.5,8,0.52058
"238",0.107467892590758,-0.17794429294584,71.6,8,0.51183
"239",-1.77893167549184,-0.407637691493277,18.5,6,0.08244
"240",-0.936979325895654,-0.407637691493277,42.2,6,0.09252
"241",-0.507121797198866,-0.407637691493277,54.3,6,0.11329
"242",-0.123447308775286,-0.407637691493277,65.1,6,0.10612
"243",-0.556857379031552,-0.407637691493277,52.9,6,0.1029
"244",-2.15905362235595,-0.407637691493277,7.8,6,0.12757
"245",0.28154242900516,-0.292790992219559,76.5,7,0.20608
"246",0.0577323107580716,-0.292790992219559,70.2,7,0.19133
"247",-1.19631485973752,-0.292790992219559,34.9,7,0.33983
"248",0.377461051111055,-0.292790992219559,79.2,7,0.19657
"249",-0.691853958291701,-0.292790992219559,49.1,7,0.16439
"250",-1.81445709108662,-0.292790992219559,17.5,7,0.19073
"251",-1.97432146126311,-0.292790992219559,13,7,0.1403
"252",-2.11997566520169,-0.292790992219559,8.9,7,0.21409
"253",-2.19457903795072,-0.292790992219559,6.8,7,0.08221
"254",-2.13773837299908,-0.292790992219559,8.4,7,0.36894
"255",-1.29933856496237,-0.981871187861868,32,1,0.04819
"256",-1.75761642613498,-0.981871187861868,19.1,1,0.03548
"257",-1.22118265065386,-0.752177789314432,34.2,3,0.01538
"258",0.65100675119083,-0.522484390766995,86.9,5,0.61154
"259",1.11638969548239,-0.522484390766995,100,5,0.66351
"260",1.11638969548239,-0.522484390766995,100,5,0.65665
"261",0.469827131657472,-0.522484390766995,81.8,5,0.54011
"262",0.73982029017777,-0.522484390766995,89.4,5,0.53412
"263",0.814423662926799,-0.522484390766995,91.5,5,0.52014
"264",0.920999909711127,-0.522484390766995,94.5,5,0.82526
"265",0.817976204486276,-0.522484390766995,91.6,5,0.55007
"266",-0.205155764643271,-0.522484390766995,62.8,5,0.76162
"267",0.569298295322845,-0.522484390766995,84.6,5,0.7857
"268",-0.0559490191452115,-0.522484390766995,67,5,0.57834
"269",-0.567515003709985,-0.522484390766995,52.6,5,0.5405
"270",-0.251338804916479,-0.752177789314432,61.5,3,0.09065
"271",-0.940531867455132,-0.752177789314432,42.1,3,0.29916
"272",-1.85708758980035,-0.752177789314432,16.3,3,0.16211
"273",-0.350809968581852,-0.752177789314432,58.7,3,0.1146
"274",-0.595935336185806,-0.752177789314432,51.8,3,0.22188
"275",-1.26736569092707,-0.637331090040713,32.9,4,0.05644
"276",-0.915664076538789,-0.637331090040713,42.8,4,0.09604
"277",-0.695406499851178,-0.637331090040713,49,4,0.10469
"278",-1.45565039357938,-0.637331090040713,27.6,4,0.06127
"279",-1.29578602340289,-0.637331090040713,32.1,4,0.07978
"280",-1.29223348184341,-0.522484390766995,32.2,5,0.21038
"281",-0.144762558132151,-0.522484390766995,64.5,5,0.03578
"282",-1.11460640386953,-0.522484390766995,37.2,5,0.03705
"283",-0.670538708934835,-0.522484390766995,49.7,5,0.06129
"284",-1.55512155724476,-0.981871187861868,24.8,1,0.01501
"285",-1.69722321962386,-0.981871187861868,20.8,1,0.00906
"286",-1.30289110652185,-0.981871187861868,31.9,1,0.01096
"287",-1.31710127275976,-0.981871187861868,31.5,1,0.01965
"288",-1.32420635587871,-0.407637691493277,31.3,6,0.03871
"289",-0.816192912873416,-0.407637691493277,45.6,6,0.0459
"290",-1.62261984687483,-0.407637691493277,22.9,6,0.04297
"291",-1.44499276890095,-0.637331090040713,27.9,4,0.03502
"292",-1.45209785201991,-0.637331090040713,27.7,4,0.07886
"293",-1.60485713907744,-0.637331090040713,23.4,4,0.03615
"294",-1.78248421705132,-0.637331090040713,18.4,4,0.08265
"295",-0.933426784336177,-0.637331090040713,42.3,4,0.08199
"296",-1.33131143899767,-0.637331090040713,31.1,4,0.12932
"297",-0.624355668661626,-0.637331090040713,51,4,0.05372
"298",-0.375677759498195,-0.637331090040713,58,4,0.14103
"299",-1.7220910105402,-0.522484390766995,20.1,5,0.06466
"300",-2.08089770804744,-0.522484390766995,10,5,0.05561
"301",-0.75224716480282,-0.522484390766995,47.4,5,0.04417
"302",-1.00092507396625,-0.292790992219559,40.4,7,0.03537
"303",-1.78248421705132,-0.292790992219559,18.4,7,0.09266
"304",-1.80735200796766,-0.292790992219559,17.7,7,0.1
"305",-0.976057283049908,-0.292790992219559,41.1,7,0.05515
"306",-0.372125217938717,-0.292790992219559,58.1,7,0.05479
"307",0.118125517269191,-0.292790992219559,71.9,7,0.07503
"308",0.061284852317549,-0.292790992219559,70.3,7,0.04932
"309",0.494694922573815,-0.637331090040713,82.5,4,0.49298
"310",0.288647512124115,-0.637331090040713,76.7,4,0.3494
"311",-1.09329115451267,-0.637331090040713,37.8,4,2.63548
"312",-0.56040992059103,-0.637331090040713,52.8,4,0.79041
"313",0.775345705772545,-0.637331090040713,90.4,4,0.26169
"314",0.505352547252248,-0.637331090040713,82.8,4,0.26938
"315",0.66521691742874,-0.637331090040713,87.3,4,0.3692
"316",0.324172927718891,-0.637331090040713,77.7,4,0.25356
"317",0.519562713490159,-0.637331090040713,83.2,4,0.31827
"318",0.111020434150235,-0.637331090040713,71.7,4,0.24522
"319",-0.0488439360262562,-0.637331090040713,67.2,4,0.40202
"320",-0.347257427022374,-0.637331090040713,58.8,4,0.47547
"321",-0.578172628388418,-0.522484390766995,52.3,5,0.1676
"322",-0.507121797198866,-0.522484390766995,54.3,5,0.18159
"323",-0.66343362581588,-0.522484390766995,49.9,5,0.35114
"324",0.203386514696653,-0.522484390766995,74.3,5,0.28392
"325",-1.01158269864468,-0.522484390766995,40.1,5,0.34109
"326",-1.91392825475199,-0.522484390766995,14.7,5,0.19186
"327",-1.40946735330617,-0.522484390766995,28.9,5,0.30347
"328",-0.883691202503491,-0.522484390766995,43.7,5,0.24103
"329",-1.51959614164998,-0.637331090040713,25.8,4,0.06617
"330",-1.82511471576505,-0.637331090040713,17.2,4,0.06724
"331",-1.29223348184341,-0.637331090040713,32.2,4,0.04544
"332",-1.42723006110356,-0.981871187861868,28.4,1,0.05023
"333",-1.60840968063692,-0.981871187861868,23.3,1,0.03466
"334",-1.08263352983424,-0.522484390766995,38.1,5,0.05083
"335",-1.06842336359633,-0.522484390766995,38.5,5,0.03738
"336",-1.21052502597543,-0.522484390766995,34.5,5,0.03961
"337",-0.791325121957073,-0.522484390766995,46.3,5,0.03427
"338",-0.318837094546553,-0.522484390766995,59.6,5,0.03041
"339",-1.11105386231006,-0.522484390766995,37.3,5,0.03306
"340",-0.823297995992372,-0.522484390766995,45.4,5,0.05497
"341",-0.357915051700807,-0.522484390766995,58.5,5,0.06151
"342",-0.684748875172746,-0.981871187861868,49.3,1,0.01301
"343",-0.315284552987076,-0.981871187861868,59.7,1,0.02498
"344",-0.432518424449836,-0.522484390766995,56.4,5,0.02543
"345",-1.437887685782,-0.522484390766995,28.1,5,0.03049
"346",-0.713169207648566,-0.752177789314432,48.5,3,0.03113
"347",-0.578172628388418,-0.752177789314432,52.3,3,0.06162
"348",-1.45209785201991,-0.637331090040713,27.7,4,0.0187
"349",-1.38104702083035,-0.637331090040713,29.7,4,0.01501
"350",-1.21052502597543,-0.981871187861868,34.5,1,0.02899
"351",-0.858823411587147,-0.981871187861868,44.4,1,0.06211
"352",-1.16078944414274,-0.637331090040713,35.9,4,0.0795
"353",-1.77893167549184,-0.637331090040713,18.5,4,0.07244
"354",-1.15368436102379,-0.522484390766995,36.1,5,0.01709
"355",-1.65814526246961,-0.637331090040713,21.9,4,0.04301
"356",-1.74340625989707,-0.637331090040713,19.5,4,0.10659
"357",1.02402361493598,1.65960289543365,97.4,24,8.98296
"358",0.796660955129411,1.65960289543365,91,24,3.8497
"359",0.526667796609114,1.65960289543365,83.4,24,5.20177
"360",0.452064423860084,1.65960289543365,81.3,24,4.26131
"361",0.690084708345083,1.65960289543365,88,24,4.54192
"362",0.800213496688888,1.65960289543365,91.1,24,3.83684
"363",0.981393116222246,1.65960289543365,96.2,24,3.67822
"364",0.725610123939859,1.65960289543365,89,24,4.22239
"365",0.508905088811726,1.65960289543365,82.9,24,3.47428
"366",0.686532166785606,1.65960289543365,87.9,24,4.55587
"367",0.810871121367321,1.65960289543365,91.4,24,3.69695
"368",1.11638969548239,1.65960289543365,100,24,13.5222
"369",1.11638969548239,1.65960289543365,100,24,4.89822
"370",1.00270836557911,1.65960289543365,96.8,24,5.66998
"371",1.02757615649545,1.65960289543365,97.5,24,6.53876
"372",1.11638969548239,1.65960289543365,100,24,9.2323
"373",0.746925373296724,1.65960289543365,89.6,24,8.26725
"374",1.11638969548239,1.65960289543365,100,24,11.1081
"375",1.11638969548239,1.65960289543365,100,24,18.4982
"376",1.04178632273336,1.65960289543365,97.9,24,19.6091
"377",0.878369410997395,1.65960289543365,93.3,24,15.288
"378",1.07375919676866,1.65960289543365,98.8,24,9.82349
"379",0.981393116222246,1.65960289543365,96.2,24,23.6482
"380",1.11638969548239,1.65960289543365,100,24,17.8667
"381",0.828633829164709,1.65960289543365,91.9,24,88.9762
"382",1.0844168214471,1.65960289543365,99.1,24,15.8744
"383",1.11638969548239,1.65960289543365,100,24,9.18702
"384",1.11638969548239,1.65960289543365,100,24,7.99248
"385",0.803766038248366,1.65960289543365,91.2,24,20.0849
"386",1.04889140585232,1.65960289543365,98.1,24,16.8118
"387",1.11638969548239,1.65960289543365,100,24,24.3938
"388",0.743372831737247,1.65960289543365,89.5,24,22.5971
"389",1.11638969548239,1.65960289543365,100,24,14.3337
"390",1.07731173832814,1.65960289543365,98.9,24,8.15174
"391",1.00981344869807,1.65960289543365,97,24,6.96215
"392",0.494694922573815,1.65960289543365,82.5,24,5.29305
"393",1.00981344869807,1.65960289543365,97,24,11.5779
"394",0.853501620081052,1.65960289543365,92.6,24,8.64476
"395",0.928104992830082,1.65960289543365,94.7,24,13.3598
"396",1.07375919676866,1.65960289543365,98.8,24,8.71675
"397",0.97428803310329,1.65960289543365,96,24,5.87205
"398",1.07731173832814,1.65960289543365,98.9,24,7.67202
"399",1.11638969548239,1.65960289543365,100,24,38.3518
"400",0.327725469278368,1.65960289543365,77.8,24,9.91655
"401",1.11638969548239,1.65960289543365,100,24,25.0461
"402",1.11638969548239,1.65960289543365,100,24,14.2362
"403",1.11638969548239,1.65960289543365,100,24,9.59571
"404",0.97428803310329,1.65960289543365,96,24,24.8017
"405",0.597718627798666,1.65960289543365,85.4,24,41.5292
"406",1.11638969548239,1.65960289543365,100,24,67.9208
"407",1.11638969548239,1.65960289543365,100,24,20.7162
"408",1.11638969548239,1.65960289543365,100,24,11.9511
"409",1.04178632273336,1.65960289543365,97.9,24,7.40389
"410",1.11638969548239,1.65960289543365,100,24,14.4383
"411",1.11638969548239,1.65960289543365,100,24,51.1358
"412",1.11638969548239,1.65960289543365,100,24,14.0507
"413",1.11638969548239,1.65960289543365,100,24,18.811
"414",1.11638969548239,1.65960289543365,100,24,28.6558
"415",1.11638969548239,1.65960289543365,100,24,45.7461
"416",1.11638969548239,1.65960289543365,100,24,18.0846
"417",0.789555872010456,1.65960289543365,90.8,24,10.8342
"418",0.729162665499336,1.65960289543365,89.1,24,25.9406
"419",1.11638969548239,1.65960289543365,100,24,73.5341
"420",0.28154242900516,1.65960289543365,76.5,24,11.8123
"421",1.11638969548239,1.65960289543365,100,24,11.0874
"422",0.949420242186947,1.65960289543365,95.3,24,7.02259
"423",0.675874542107172,1.65960289543365,87.6,24,12.0482
"424",0.587061003120233,1.65960289543365,85.1,24,7.05042
"425",0.0719424769959816,1.65960289543365,70.6,24,8.79212
"426",0.952972783746425,1.65960289543365,95.4,24,15.8603
"427",-0.315284552987076,1.65960289543365,59.7,24,12.2472
"428",0.359698343313667,1.65960289543365,78.7,24,37.6619
"429",0.338383093956801,1.65960289543365,78.1,24,7.36711
"430",0.96007786686538,1.65960289543365,95.6,24,9.33889
"431",0.622586418715009,1.65960289543365,86.1,24,8.49213
"432",0.913894826592171,1.65960289543365,94.3,24,10.0623
"433",0.221149222494041,1.65960289543365,74.8,24,6.44405
"434",0.686532166785606,1.65960289543365,87.9,24,5.58107
"435",0.938762617508514,1.65960289543365,95,24,13.9134
"436",0.924552451270604,1.65960289543365,94.6,24,11.1604
"437",0.878369410997395,1.65960289543365,93.3,24,14.4208
"438",1.11638969548239,1.65960289543365,100,24,15.1772
"439",0.686532166785606,1.65960289543365,87.9,24,13.6781
"440",0.899684660354261,1.65960289543365,93.9,24,9.39063
"441",0.846396536962097,1.65960289543365,92.4,24,22.0511
"442",1.01691853181702,1.65960289543365,97.2,24,9.72418
"443",1.11638969548239,1.65960289543365,100,24,5.66637
"444",1.11638969548239,1.65960289543365,100,24,9.96654
"445",0.995603282460156,1.65960289543365,96.6,24,12.8023
"446",0.931657534389559,1.65960289543365,94.8,24,10.6718
"447",0.988498199341201,1.65960289543365,96.4,24,6.28807
"448",0.995603282460156,1.65960289543365,96.6,24,9.92485
"449",1.07020665520919,1.65960289543365,98.7,24,9.32909
"450",1.05599648897127,1.65960289543365,98.3,24,7.52601
"451",0.853501620081052,1.65960289543365,92.6,24,6.71772
